,cM10a,cM12a,cM19a,cM20a,cM2a,cM34a,cM35a,cM3a,cM41a,cM42a,cM42b,cM44b,cM59a,cM59b,cM5a,cM7b,cM8a,cM9b,cS100a,cS103a,cS104a,cS107a,cS108a,cS109a,cS10a,cS113a,cS115a,cS116a,cS11a,cS129a,cS132a,cS142a,cS153a,cS157a,cS15a,cS162a,cS164a,cS165a,cS168a,cS172a,cS178a,cS184a,cS27b,cS28a,cS30a,cS33a,cS35a,cS37a,cS39c,cS45a,cS46a,cS4a,cS51a,cS53a,cS58a,cS60a,cS61a,cS63a,cS65a,cS66a,cS68a,cS6a,cS71a,cS71b,cS72c,cS76a,cS80a,cS83a,cS86a,cS86b,cS87a,cS88a,cS8b,cS91a,cS97a,cS99a,fM10a,fM16a,fM19a,fM21a,fM23b,fM24a,fM27b,fM29a,fM30a,fM31a,fM35a,fM40a,fM41b,fM48a,fM51a,fM54a,fM59a,fM60a,fS100a,fS101a,fS102a,fS10a,fS111a,fS117a,fS11a,fS121a,fS122a,fS128a,fS12a,fS133b,fS139a,fS13a,fS143a,fS144a,fS146a,fS148a,fS149a,fS14a,fS155a,fS157a,fS158a,fS159a,fS165a,fS170a,fS171a,fS174a,fS177a,fS190a,fS191a,fS24a,fS25a,fS34a,fS35a,fS37a,fS39a,fS41a,fS42a,fS46a,fS4a,fS50a,fS54a,fS56a,fS58a,fS62a,fS63b,fS64a,fS6a,fS70a,fS72b,fS73a,fS74a,fS79a,fS80a,fS81a,fS83a,fS84a,fS85a,fS86a,fS92a,fS93a,fS95a,fS97a,fS99a
fS4a,19902,35458,35450,35454,35456,36148,77893,35465,68481,68474,36148,35462,36723,35440,35471,35455,36154,36146,36294,76884,76862,20095,18624,18633,36730,35320,20107,67312,36739,18611,65596,74,66120,70,76874,65600,18622,67302,77363,65584,65609,20118,20120,35450,20109,20103,77519,20679,32229,77380,36356,35517,65585,76880,36294,32229,76877,76878,32233,32234,32234,85,36295,36384,65592,32223,77370,65578,76599,77611,35474,35444,80,77379,75,35305,36513,65601,20095,36730,35464,35933,36154,19371,67327,42879,20106,77364,77365,20106,20110,35459,36151,36150,36633,65051,69888,64929,42659,76869,64955,19398,67559,64512,64947,20018,36573,64945,19418,36,33,42629,36560,36622,36611,17914,36148,36148,17932,17903,17921,36623,36635,36063,20001,18660,36622,59,42848,64956,64948,64938,42657,64953,0,20005,20015,20834,17928,64941,64954,64943,36564,60,20026,19996,64944,20011,36614,20012,76874,20834,77003,76979,76877,64946,36621,64955,64944
fS50a,4865,36272,36276,36280,36270,36501,78045,36280,68661,68657,36501,36276,37614,36268,36287,36269,36507,36499,37047,77087,77079,6978,19575,19573,37621,36069,6975,67378,37627,19564,65643,19988,66100,20005,77089,65649,19576,67373,77724,65652,65658,6993,6998,36276,6985,6988,77854,19804,32835,77757,36635,36516,65631,77094,37047,32826,77080,77083,32827,32828,32828,19982,37048,36665,65649,32832,77733,65632,76890,77951,36288,36260,20000,77741,19997,36062,37184,65641,6971,37621,36268,36631,36874,20849,67386,43578,6982,77725,77734,6990,6971,36263,36873,36878,36477,64678,70109,64117,43185,77086,64109,20153,68065,63097,64137,19856,37641,64130,20187,20007,19992,43464,37631,36469,36458,19555,36501,36501,19573,19546,19536,36467,36482,36952,27,19463,36466,19996,43566,64105,64121,64127,43181,64102,20005,0,12,5998,19543,64118,64110,64125,37623,20008,43,29,64133,33,36461,43,77088,6007,77287,77265,77080,64123,36468,64104,64109
fS54a,4875,36281,36285,36289,36279,36510,78054,36289,68659,68666,36510,36285,37623,36277,36296,36278,36516,36508,37056,77089,77088,6988,19585,19571,37630,36067,6985,67387,37636,19574,65645,19998,66109,20015,77098,65651,19586,67382,77733,65661,65660,6991,7008,36285,6995,6998,77856,19814,32844,77766,36644,36526,65640,77085,37056,32835,77082,77085,32836,32837,32837,19992,37057,36674,65651,32841,77735,65641,76899,77960,36297,36269,20010,77743,20007,36072,37193,65650,6969,37630,36277,36641,36883,20859,67395,43587,6992,77734,77743,7000,6981,36272,36882,36887,36486,64687,70100,64126,43194,77095,64118,20163,68074,63099,64146,19854,37650,64139,20197,20017,20002,43473,37640,36478,36467,19565,36510,36510,19573,19556,19536,36476,36491,36961,37,19473,36475,20006,43575,64104,64120,64136,43190,64101,20015,12,0,6008,19553,64127,64119,64124,37632,20018,43,29,64132,43,36470,43,77097,6017,77289,77267,77089,64132,36477,64113,64118
fS56a,6676,37028,37032,37036,37026,37336,78028,37041,68327,68328,37336,37032,38236,37029,37048,37025,37342,37334,37329,77581,77578,8774,20851,20864,38243,37011,8795,66918,38234,20865,65337,20816,65510,20834,77590,65343,20867,66900,77556,65346,65352,8799,8801,37032,8786,8781,77765,21477,33992,77594,37483,37231,65325,77588,37329,33990,77574,77582,33984,33985,33985,20817,37330,37513,65343,33996,77570,65326,76792,77834,37044,37021,20806,77578,20811,36996,37877,65335,8782,38243,37024,37299,37035,22068,66926,43689,8783,77557,77558,8786,8791,37019,37031,37031,37427,64349,70052,64542,43454,77585,64534,21206,67854,64574,64562,20897,37826,64555,21226,20836,20821,43389,37831,37434,37423,20446,37336,37336,20464,20442,20441,37417,37447,37503,5999,20739,37416,20824,43685,64530,64538,64552,43445,64527,20834,5998,6008,0,20448,64543,64535,64550,37823,20822,6031,6001,64558,5989,37426,6009,77584,15,76793,76776,77574,64548,37433,64529,64534
fS58a,19842,35599,35613,35619,35597,36322,78056,35620,68586,68581,36322,35603,37104,35607,35626,35608,36328,36320,36697,77023,77029,20438,4254,4266,37111,35787,20433,67396,37113,4253,65467,17893,66084,17904,77039,65464,4247,67365,77574,65475,65480,20460,20477,35603,20454,20460,77764,20518,32170,77618,36207,36242,65456,77033,36697,32165,77018,77033,32164,32163,32163,17891,36698,36225,65463,32171,77595,65469,76915,77826,35615,35611,17907,77604,17916,35772,36697,65465,20461,37111,35593,36303,36173,19032,67392,43348,20451,77576,77577,20437,20448,35600,36184,36169,36392,65048,70134,64659,43009,77036,64659,19762,68085,64378,64663,19403,37288,64657,19795,17918,17915,43179,37282,36388,36377,14,36322,36322,32,25,19,36382,36401,36570,19546,4374,36381,17903,43300,64653,64657,64654,42993,64650,17928,19543,19553,20448,0,64653,64646,64659,37274,17905,19554,19551,64660,19544,36392,19554,77021,20436,77202,77199,77011,64650,36387,64652,64636
fS62a,65136,64655,64670,64675,64651,64348,76605,64652,59989,59972,64348,64671,65606,64651,64668,64663,64338,64346,65146,77563,77554,65438,64411,64404,65613,65244,65438,60048,65619,64395,4736,64925,47138,64910,77567,4755,64400,60037,77373,4749,4751,65445,65435,64659,65433,65432,76652,64754,65349,77408,64952,65733,4748,77570,65146,65340,77555,77561,65343,65342,65342,64937,65147,64970,4756,65346,77382,4745,75789,77521,64683,64667,64931,77390,64916,65230,65539,4745,65437,65613,64659,65510,65133,65408,60051,59500,65412,77375,77376,65438,65444,64666,65132,65129,65243,44464,60040,21,58991,77561,43,64932,59723,3923,29,65184,65044,26,64927,64939,64936,59459,65034,65235,65225,64639,64349,64349,64635,64630,64660,65235,65250,64481,64110,64441,65234,64941,59596,42,34,29,58986,35,64941,64118,64127,64543,64653,0,28,33,65038,64936,64127,64124,35,64108,65241,64117,77562,64540,77194,77176,77552,27,65236,37,27
fS63b,65128,64659,64674,64679,64655,64341,76594,64667,59985,59968,64341,64663,65597,64655,64672,64667,64331,64339,65137,77552,77543,65430,64416,64397,65604,65248,65430,60042,65610,64400,4750,64938,47130,64913,77556,4765,64405,60025,77362,4761,4755,65437,65427,64663,65425,65432,76641,64763,65340,77397,64943,65737,4738,77559,65137,65331,77544,77550,65334,65333,65333,64928,65138,64947,4762,65337,77371,4739,75775,77510,64675,64659,64934,77379,64929,65234,65530,4745,65429,65604,64651,65502,65124,65404,60045,59491,65404,77364,77365,65430,65444,64658,65123,65120,65220,44452,60026,29,58982,77550,15,64928,59705,3911,33,65176,65046,24,64923,64942,64939,59450,65036,65212,65216,64644,64342,64342,64640,64635,64653,65226,65227,64472,64102,64446,65225,64954,59587,18,32,21,58977,25,64954,64110,64119,64535,64646,28,0,31,65028,64939,64127,64116,27,64100,65218,64117,77551,64532,77183,77165,77541,33,65213,13,17
fS64a,65143,64660,64663,64668,64656,64354,76609,64668,60000,59983,64354,64664,65610,64644,64673,64668,64344,64352,65150,77572,77558,65445,64417,64410,65617,65249,65445,60071,65623,64401,4748,64939,47144,64902,77571,4751,64406,60054,77389,4754,4767,65452,65442,64652,65440,65447,76661,64766,65341,77412,64956,65738,4743,77567,65150,65344,77564,77570,65347,65346,65346,64941,65151,64974,4748,65338,77391,4758,75802,77537,64676,64660,64935,77399,64930,65235,65543,4764,65444,65617,64664,65515,65137,65417,60060,59504,65419,77391,77392,65445,65459,64671,65136,65133,65247,44471,60048,22,58995,77565,34,64941,59734,3923,28,65189,65047,31,64936,64931,64940,59463,65037,65239,65229,64645,64355,64355,64631,64636,64656,65239,65254,64485,64105,64447,65238,64955,59600,39,15,28,58990,32,64943,64125,64124,64550,64659,33,31,0,65041,64940,64120,64109,24,64115,65245,64122,77566,64547,77203,77185,77568,26,65240,44,34
fS6a,36858,20360,20366,20370,20358,11393,77914,20367,69244,69235,11393,20364,7232,20354,20372,20359,11383,11391,8391,76813,76803,37183,37039,37017,7239,24114,37195,68079,7248,37032,65518,36560,65819,36532,76815,65517,37035,68057,77015,65526,65532,37211,37191,20364,37194,37192,77216,34975,14226,77047,21265,23998,65508,76821,8391,14207,76806,76805,14218,14219,14219,36542,8392,21289,65515,14213,77022,65513,76989,77292,20376,20348,36551,77029,36543,24102,8031,65518,37191,7239,20356,23585,15752,37650,68082,20156,37185,77017,77018,37192,37208,20353,15742,15748,22068,65319,70041,65035,20426,76810,65027,36911,67590,65161,65046,37318,27,65041,36906,36562,36549,20284,14,22057,22046,37272,11394,11394,37268,37261,37269,22058,22070,5185,37623,37059,22057,36570,20522,65025,65032,65036,20424,65022,36564,37623,37632,37823,37274,65038,65028,65041,0,36564,37649,37618,65042,37613,22051,37624,76817,37821,76086,76062,76806,65031,22056,65024,65018
fS70a,19889,35443,35459,35463,35441,36147,77907,35457,68480,68468,36147,35459,36723,35444,35463,35452,36153,36145,36291,76882,76879,20092,18612,18639,36730,35317,20092,67323,36721,18605,65581,66,66121,82,76891,65585,18616,67291,77361,65591,65594,20103,20112,35447,20101,20107,77524,20670,32223,77397,36351,35502,65582,76890,36291,32229,76875,76883,32215,32216,32216,85,36292,36367,65577,32235,77375,65585,76594,77609,35471,35460,62,77384,73,35302,36506,65586,20099,36730,35449,35918,36147,19356,67316,42879,20098,77362,77363,20091,20107,35456,36151,36143,36603,65040,69879,64936,42659,76886,64952,19387,67548,64497,64944,20010,36555,64940,19407,48,45,42622,36560,36610,36599,17891,36147,36147,17909,17887,17920,36593,36623,36063,20004,18626,36592,45,42848,64953,64945,64935,42650,64950,60,20008,20018,20822,17905,64936,64939,64940,36564,0,20019,20011,64941,20002,36614,20003,76884,20810,77001,76984,76875,64931,36609,64952,64929
fS72b,4878,36288,36292,36296,36286,36526,78050,36288,68682,68666,36526,36280,37639,36272,36303,36297,36532,36524,37072,77095,77082,7009,19608,19606,37646,36097,6994,67399,37652,19585,65645,20009,66129,20014,77092,65651,19597,67382,77739,65649,65652,7012,7009,36280,6996,7003,77862,19822,32848,77753,36662,36532,65636,77090,37072,32851,77088,77091,32852,32853,32853,20003,37073,36680,65659,32845,77741,65661,76907,77966,36292,36276,20021,77749,20030,36090,37209,65650,7002,37646,36284,36647,36901,20869,67395,43603,7001,77740,77749,7001,6986,36291,36900,36905,36492,64673,70111,64122,43210,77089,64138,20165,68074,63107,64134,19875,37667,64147,20207,20016,20025,43489,37657,36484,36473,19566,36526,36526,19574,19557,19559,36482,36497,36977,44,19474,36481,20017,43591,64124,64116,64132,43206,64121,20026,43,43,6031,19554,64127,64127,64120,37649,20019,0,48,64128,54,36488,46,77084,6028,77295,77273,77095,64132,36483,64133,64126
fS73a,4882,36267,36259,36263,36265,36496,78029,36275,68658,68654,36496,36259,37609,36251,36282,36264,36502,36494,37042,77076,77063,6971,19569,19567,37616,36073,6992,67374,37622,19568,65642,20005,66096,19996,77073,65638,19570,67369,77720,65646,65657,7006,7011,36259,6988,6991,77843,19799,32818,77741,36630,36520,65625,77071,37042,32821,77069,77072,32822,32823,32823,19999,37043,36660,65638,32815,77722,65638,76888,77947,36271,36243,20003,77730,20000,36066,37179,65647,6984,37616,36263,36649,36869,20853,67382,43573,6985,77721,77730,6983,6998,36258,36868,36873,36472,64672,70099,64111,43180,77070,64115,20161,68062,63096,64121,19859,37636,64126,20181,19998,19995,43459,37626,36464,36453,19549,36496,36496,19557,19540,19534,36462,36477,36947,18,19457,36461,20013,43561,64101,64105,64111,43176,64098,19996,29,29,6001,19551,64124,64116,64109,37618,20011,48,0,64107,36,36456,36,77072,6000,77276,77254,77076,64119,36463,64110,64105
fS74a,65141,64661,64664,64669,64657,64355,76596,64669,60004,59987,64355,64665,65611,64645,64674,64669,64345,64353,65151,77559,77545,65443,64418,64411,65618,65259,65443,60057,65624,64402,4754,64940,47143,64903,77558,4763,64407,60036,77376,4760,4755,65460,65450,64653,65448,65455,76648,64761,65342,77399,64957,65748,4749,77554,65151,65345,77551,77557,65348,65347,65347,64942,65152,64961,4752,65339,77378,4754,75788,77524,64677,64661,64936,77386,64931,65245,65544,4756,65452,65618,64665,65525,65138,65414,60064,59505,65427,77378,77379,65443,65467,64672,65137,65134,65234,44461,60034,32,58996,77552,42,64938,59724,3915,18,65190,65048,25,64933,64932,64941,59464,65038,65226,65230,64646,64356,64356,64632,64637,64657,65240,65241,64486,64113,64448,65239,64956,59601,29,25,6,58991,38,64944,64133,64132,64558,64660,35,27,24,65042,64941,64128,64107,0,64123,65232,64120,77553,64545,77190,77172,77555,30,65227,34,30
fS79a,4876,36253,36269,36273,36251,36500,78036,36261,68667,68651,36500,36257,37604,36249,36268,36262,36506,36498,37046,77081,77073,6985,19574,19572,37611,36076,6994,67369,37617,19561,65641,19996,66094,19999,77083,65647,19563,67352,77718,65642,65648,6998,6987,36257,6972,6985,77848,19800,32832,77744,36636,36503,65629,77088,37046,32815,77074,77077,32824,32825,32825,19982,37047,36654,65647,32821,77727,65642,76889,77945,36269,36253,19986,77735,20003,36059,37183,65639,6988,37611,36249,36634,36879,20846,67365,43573,6977,77719,77718,6977,7002,36256,36870,36873,36458,64650,70095,64107,43190,77080,64111,20146,68049,63087,64127,19844,37631,64120,20174,20001,19998,43459,37621,36450,36439,19542,36500,36500,19560,19533,19549,36448,36463,36943,20,19450,36447,20004,43571,64107,64103,64117,43186,64104,20011,33,43,5989,19544,64108,64100,64115,37613,20002,54,36,64123,0,36454,28,77075,5986,77281,77259,77074,64105,36449,64106,64099
fS80a,36894,19581,19585,19589,19579,21929,77129,19587,68319,68312,21929,19585,22222,19575,19593,19578,21919,21927,21120,76002,75992,37015,36479,36457,22231,26115,37029,68302,22240,36474,66042,36612,66248,36584,76002,66041,36477,68288,76358,66053,66044,37043,37024,19585,37026,37021,76575,35268,25525,76390,9208,25995,66033,76010,21120,25507,75995,75994,25517,25518,25518,36593,21121,9222,66042,25513,76365,66022,75846,76637,19604,19567,36602,76371,36593,26103,22100,66028,37022,22229,19577,25989,20232,36474,68319,32039,37010,76360,76361,37025,37038,19572,20223,20228,41,66029,70117,65239,31592,75999,65217,36581,67194,64330,65235,36624,22072,65231,36578,36614,36599,31930,22059,30,33,36390,21930,21930,36386,36379,36385,45,43,20546,36463,36510,22,36622,32207,65213,65237,65226,31591,65224,36614,36461,36470,37426,36392,65241,65218,65245,22051,36614,36488,36456,65232,36454,0,36464,76006,37426,75655,75631,75995,65235,7,65212,65222
fS81a,4884,36264,36280,36284,36262,36510,78039,36264,68671,68655,36510,36268,37614,36260,36279,36273,36516,36508,37056,77077,77076,6995,19584,19582,37621,36096,6994,67374,37627,19561,65643,19997,66101,20000,77086,65639,19573,67357,77721,65667,65658,7008,7005,36268,7000,6989,77844,19809,32842,77754,36646,36523,65646,77084,37056,32825,77070,77073,32834,32835,32835,19983,37057,36664,65647,32831,77723,65659,76888,77948,36280,36264,19987,77731,20004,36079,37193,65648,6998,37621,36260,36654,36889,20847,67370,43583,6997,77722,77721,6995,6996,36267,36880,36883,36468,64653,70092,64124,43200,77083,64128,20165,68053,63097,64126,19846,37642,64127,20185,20002,19999,43469,37632,36460,36449,19552,36510,36510,19560,19543,19549,36458,36473,36953,40,19460,36457,20005,43581,64114,64110,64124,43196,64111,20012,43,43,6009,19554,64117,64117,64122,37624,20003,46,36,64120,28,36464,0,77085,5996,77277,77255,77077,64120,36459,64123,64106
fS83a,76602,76836,76832,76837,76833,77293,33286,76850,67393,67400,77293,76829,77206,76833,76862,76837,77283,77291,76515,147,133,77198,76981,76967,77211,77628,77207,69024,77213,76978,76704,76875,77488,76845,151,76701,76982,69018,7880,76700,76699,77221,77209,76829,77212,77220,8255,77030,76794,7857,77293,77291,76688,160,76515,76793,157,148,76800,76799,76799,76860,76516,77302,76709,76787,7885,76692,34426,7356,76840,76829,76862,7896,76860,77622,76750,76690,77218,77213,76833,77506,77270,76603,69039,76737,77203,7875,7868,77197,77214,76832,77273,77274,76012,78073,68064,77562,77158,129,77556,76786,67126,76877,77549,76920,76831,77561,76789,76875,76876,77041,76825,76008,76011,77019,77294,77294,77015,77022,77020,76016,76023,77085,77073,77007,76015,76885,76765,77550,77554,77547,77143,77559,76874,77088,77097,77584,77021,77562,77551,77566,76817,76884,77084,77072,77553,77075,76006,77085,0,77580,9002,9046,146,77559,76009,77549,77557
fS84a,6663,37016,37032,37036,37014,37334,78024,37029,68328,68317,37334,37020,38234,37017,37036,37025,37340,37332,37327,77577,77574,8773,20851,20864,38241,37020,8782,66919,38232,20853,65334,20804,65509,20822,77586,65330,20855,66889,77552,65343,65349,8796,8798,37020,8783,8790,77761,21465,33990,77590,37483,37228,65322,77584,37327,33988,77570,77578,33982,33983,33983,20805,37328,37501,65330,33994,77566,65335,76787,77830,37032,37021,20794,77574,20811,37005,37875,65332,8791,38241,37012,37296,37033,22056,66915,43687,8780,77553,77554,8773,8800,37019,37029,37029,37415,64336,70041,64539,43452,77581,64543,21194,67843,64571,64549,20885,37824,64542,21214,20824,20821,43387,37829,37422,37411,20434,37334,37334,20452,20430,20441,37405,37435,37501,5996,20727,37404,20812,43683,64539,64535,64539,43443,64536,20834,6007,6017,15,20436,64540,64532,64547,37821,20810,6028,6000,64545,5986,37426,5996,77580,0,76789,76772,77570,64535,37421,64538,64521
fS85a,77050,76387,76395,76400,76386,76642,34056,76401,68142,68145,76642,76392,76570,76396,76415,76388,76632,76640,75638,9017,9009,77190,77239,77225,76575,76924,77199,69046,76577,77236,76907,76992,77165,76974,9029,76904,77240,69053,1562,76934,76909,77213,77208,76392,77211,77212,1741,76897,76403,1555,76592,76715,76915,9024,75638,76390,9007,9012,76397,76396,76396,76977,75639,76603,76912,76396,1555,76907,35273,1832,76403,76392,76979,1572,76977,76918,76411,76903,77211,76577,76384,77026,76440,76610,69059,75665,77195,1561,1548,77197,77207,76383,76443,76444,75661,77498,67777,77206,76114,9019,77188,76853,66997,77037,77193,76989,76100,77193,76849,77004,76993,75961,76094,75657,75660,77200,76643,76643,77189,77203,77194,75665,75672,76212,77284,77267,75664,77002,75736,77175,77191,77191,76099,77184,77003,77287,77289,76793,77202,77194,77183,77203,76086,77001,77295,77276,77190,77281,75655,77277,9002,76789,0,46,9010,77198,75658,77181,77189
fS86a,77040,76379,76387,76392,76378,76620,34054,76379,68158,68147,76620,76384,76546,76374,76393,76380,76610,76618,75616,9039,9003,77180,77229,77208,76551,76914,77189,69050,76560,77219,76889,76975,77145,76950,9025,76886,77223,69044,1546,76916,76891,77203,77184,76384,77187,77188,1731,76875,76386,1569,76582,76705,76897,9020,75616,76366,8991,9002,76380,76379,76379,76953,75617,76593,76894,76372,1525,76889,35261,1828,76395,76370,76962,1538,76960,76908,76401,76885,77187,76553,76376,77016,76430,76600,69063,75641,77171,1547,1558,77187,77197,76375,76419,76434,75644,77484,67781,77188,76090,9019,77170,76831,67013,77019,77175,76965,76083,77175,76827,76980,76969,75951,76070,75633,75636,77197,76621,76621,77186,77186,77191,75648,75648,76188,77262,77257,75647,76985,75712,77157,77173,77173,76089,77166,76979,77265,77267,76776,77199,77176,77165,77185,76062,76984,77273,77254,77172,77259,75631,77255,9046,76772,46,0,9008,77180,75634,77163,77171
fS92a,76599,76825,76833,76838,76822,77282,33308,76839,67398,67401,77282,76830,77195,76834,76851,76826,77272,77280,76504,165,57,77188,76971,76957,77200,77616,77197,69026,77202,76968,76694,76866,77489,76848,151,76691,76972,69007,7854,76709,76696,77211,77206,76830,77209,77210,8241,77020,76795,7879,77282,77278,76690,70,76504,76782,39,78,76789,76788,76788,76851,76505,77291,76699,76788,7859,76682,34420,7342,76841,76830,76853,7870,76851,77610,76739,76680,77208,77202,76822,77493,77259,76594,69041,76726,77193,7847,7866,77194,77204,76821,77262,77263,76001,78068,68063,77564,77147,141,77546,76784,67127,76867,77551,76911,76820,77551,76780,76878,76867,77030,76814,75997,76000,77009,77283,77283,77005,77012,77010,76005,76012,77074,77077,76997,76004,76876,76754,77540,77556,77549,77132,77549,76877,77080,77089,77574,77011,77552,77541,77568,76806,76875,77095,77076,77555,77074,75995,77077,146,77570,9010,9008,0,77556,75998,77539,77547
fS93a,65123,64650,64665,64670,64646,64344,76609,64658,59993,59976,64344,64666,65600,64646,64663,64658,64334,64342,65140,77567,77558,65433,64408,64401,65607,65248,65433,60060,65613,64392,4753,64930,47132,64905,77571,4750,64397,60039,77377,4756,4760,65450,65432,64654,65430,65445,76656,64751,65343,77405,64946,65737,4753,77574,65140,65334,77559,77565,65337,65336,65336,64932,65141,64964,4739,65340,77386,4760,75789,77525,64678,64662,64926,77394,64921,65234,65533,4762,65442,65607,64654,65514,65127,65404,60053,59494,65417,77379,77380,65425,65457,64661,65126,65123,65237,44447,60044,36,58985,77565,36,64920,59727,3928,24,65180,65037,19,64923,64934,64931,59453,65027,65229,65219,64636,64345,64345,64632,64627,64657,65229,65244,64475,64115,64438,65228,64946,59590,47,39,24,58980,40,64946,64123,64132,64548,64650,27,33,26,65031,64931,64132,64119,30,64105,65235,64120,77559,64535,77198,77180,77556,0,65230,42,20
fS95a,36889,19576,19592,19596,19574,21934,77132,19582,68326,68307,21934,19580,22227,19570,19588,19585,21924,21932,21125,76005,75995,37022,36486,36464,22236,26122,37024,68309,22245,36469,66037,36607,66255,36579,76005,66036,36472,68283,76361,66048,66039,37038,37019,19580,37021,37028,76578,35263,25530,76393,9215,25990,66028,76013,21125,25512,75998,75997,25522,25523,25523,36588,21126,9217,66037,25518,76368,66029,75849,76640,19599,19574,36597,76374,36600,26110,22105,66023,37029,22234,19572,25984,20237,36469,68314,32044,37005,76363,76364,37020,37045,19579,20228,20233,36,66024,70112,65234,31597,76002,65224,36576,67189,64325,65230,36619,22077,65226,36573,36609,36606,31935,22064,25,28,36385,21935,21935,36381,36374,36392,40,38,20551,36458,36505,17,36617,32212,65220,65232,65221,31596,65231,36621,36468,36477,37433,36387,65236,65213,65240,22056,36609,36483,36463,65227,36449,7,36459,76009,37421,75658,75634,75998,65230,0,65219,65217
fS97a,65134,64665,64668,64673,64661,64337,76592,64673,59979,59974,64337,64669,65593,64661,64678,64661,64327,64335,65133,77550,77541,65424,64410,64391,65600,65242,65436,60032,65606,64406,4759,64951,47124,64926,77554,4770,64411,60027,77360,4770,4764,65443,65433,64669,65431,65426,76639,64772,65336,77395,64937,65743,4747,77557,65133,65327,77542,77548,65330,65329,65329,64941,65134,64953,4771,65333,77369,4740,75773,77508,64681,64653,64947,77377,64930,65228,65526,4750,65423,65600,64657,65508,65120,65406,60051,59487,65410,77362,77363,65436,65438,64652,65119,65116,65226,44454,60032,42,58978,77548,16,64930,59711,3912,42,65182,65042,33,64925,64955,64940,59446,65032,65218,65222,64650,64338,64338,64646,64641,64647,65232,65233,64468,64108,64452,65231,64959,59583,9,37,30,58973,14,64955,64104,64113,64529,64652,37,13,44,65024,64952,64133,64110,34,64106,65212,64123,77549,64538,77181,77163,77539,42,65219,0,26
fS99a,65117,64649,64664,64669,64645,64331,76600,64657,59980,59963,64331,64653,65587,64645,64662,64657,64321,64329,65127,77558,77549,65419,64406,64387,65594,65247,65419,60047,65600,64390,4749,64928,47123,64903,77562,4758,64395,60030,77368,4760,4768,65436,65426,64653,65424,65431,76647,64749,65330,77403,64933,65736,4737,77565,65127,65321,77550,77556,65324,65323,65323,64918,65128,64951,4751,65327,77377,4756,75780,77516,64665,64649,64924,77385,64919,65233,65520,4762,65428,65594,64641,65501,65114,65390,60040,59481,65403,77370,77371,65419,65443,64648,65113,65110,65224,44455,60035,32,58972,77556,32,64914,59714,3924,36,65166,65036,27,64909,64932,64929,59440,65026,65216,65206,64634,64332,64332,64630,64625,64643,65216,65231,64462,64101,64436,65215,64944,59577,35,35,24,58967,24,64944,64109,64118,64534,64636,27,17,34,65018,64929,64126,64105,30,64099,65222,64106,77557,64521,77189,77171,77547,20,65217,26,0
